case_idx,query_field,query,target_path,target_in_index,category,hit_top5,rank,result_paths
4,simple_task_en,I want to know what auxiliary tools are available in this software suite besides the main program.,CANoeCANalyzer/CANoeCANalyzerTools.md,True,查询模块总览与导航,False,,"['SampConf/ISO11783/CANoe/MoreExamples/AuxiliaryDemo/AuxiliaryDemo_CN.md', 'CANoeCANalyzer/ISO11783/ISO11783IL/ILObjectPoolComponent/ILOPSupportAuxiliaryControl.md', 'CANoeCANalyzer/ISO11783/VirtualTerminalWindow/PageAuxiliary.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILOPOnAuxiliaryInput.md', 'CAPLBrowser/CAPLBrowserWindows.md']"
4,complex_task_en,"While configuring the simulation environment, I found that I need to edit database files and manage security configuration files. I want to check if there are specialized editors or configuration management tools in this software ecosystem and how to launch them to assist my script development.",CANoeCANalyzer/CANoeCANalyzerTools.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Windows/SimulationSetup/SimulationSetupDatabaseRename.md', 'CANoeCANalyzer/Security/SecuritySetup.md', 'CANoeCANalyzer/Windows/SimulationSetup/SimulationSetupAssistantDefineBusesDatabases.md', 'CANoeCANalyzer/Windows/SimulationSetup/SimulationSetupAssignDatabase.md', 'CANoeCANalyzer/Ribbon/File/Options/ExternalPrograms/ExternalProgramsTools.md']"
5,simple_task_zh,"我想了解这个软件系列中不同版本（如pro, run, pex）的功能差异。",CANoeCANalyzer/CANoeCANalyzerProductFamily.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagnosticsCreatePDX.md', 'CANoeCANalyzer/General/FeatureMatrix.md', 'CANoeCANalyzer/General/Licensing/LicensingInformation.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILOPGetVersion.md', 'CAPLFunctions/Obsolete/TestISO11783il/CAPLfunctionTestIso11783ILOPGetVersion.md']"
5,complex_task_zh,我需要为一个新的测试项目选择合适的软件版本。我听说有专门用于执行的GUI版本，也有支持全功能开发和.NET编程的版本，我想查一下它们的具体区别和适用场景，以便向领导申请采购。,CANoeCANalyzer/CANoeCANalyzerProductFamily.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Ribbon/File/Options/Programming/ProgrammingNETNamespaces.md', 'Shared/NET.md', 'CANoeCANalyzer/General/FeatureMatrix.md', 'COMInterface/Objects/COMObjectVersion.md', 'CANoeCANalyzer/Ribbon/File/Options/Programming/ProgrammingNETDebugging.md']"
5,simple_task_en,"I want to understand the functional differences between different versions (e.g., pro, run, pex) in this software family.",CANoeCANalyzer/CANoeCANalyzerProductFamily.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagnosticsCreatePDX.md', 'CANoeCANalyzer/General/FeatureMatrix.md', 'CANoeCANalyzer/General/Licensing/LicensingInformation.md', 'CAPLFunctions/Obsolete/TestISO11783il/CAPLfunctionTestIso11783ILOPGetVersion.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILOPGetVersion.md']"
5,complex_task_en,I need to choose the appropriate software version for a new testing project. I heard there are GUI versions specifically for execution and versions that support full development and .NET programming. I want to check their specific differences and application scenarios to apply for procurement.,CANoeCANalyzer/CANoeCANalyzerProductFamily.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Ribbon/File/Options/Programming/ProgrammingNETNamespaces.md', 'Shared/NET.md', 'CANoeCANalyzer/Ribbon/File/Options/Programming/ProgrammingNETDebugging.md', 'CANoeCANalyzer/VTPPlatformManager/CANoePlugIN/CANoePlugInExecutionEnvironment.md', 'CANoeCANalyzer/SIL/SILTechnicalDetails.md']"
6,simple_task_zh,我想查询该工具支持的所有总线测试检查（Checks）的详细列表。,TestCommands/CheckDescriptions.md,True,查询核心概念与技术细节,False,,"['CAPLFunctions/Test/CAPLfunctionsTSLCheckOverview.md', 'CAPLFunctions/Test/CAPLfunctionsTSLOverview.md', 'CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestCheck.md', 'CANoeCANalyzer/J1939/blocks/obdimmonitor/tabs/obdimmTabTest.md', 'CAPLFunctions/Obsolete/J1939TestServiceLibrary/Functions/CAPLfunctionJ1939TestChkQueryCount.md']"
6,complex_task_zh,"我在编写测试脚本，需要自动监控报文的周期时间和信号值的变化。我记得系统提供了一些内置的检查功能，比如监控周期性发送间隔或信号有效性，我想查一下这些检查在不同总线类型（CAN, LIN, J1939等）上的支持情况。",TestCommands/CheckDescriptions.md,True,查询核心概念与技术细节,False,,"['CANoeCANalyzer/CANopen/TfsNodelayer/Monitoring.md', 'TestCommands/CheckDescriptions/CDSignalCycleTimeAbsolute.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_SLAC_GetSignalType.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINBaudrateEvent.md', 'SampConf/LIN/CANoe/LINTestServiceLibrary/LINTestServiceLibrarySAEJ2602.md']"
6,simple_task_en,I want to query the detailed list of all bus test checks supported by this tool.,TestCommands/CheckDescriptions.md,True,查询核心概念与技术细节,False,,"['CAPLFunctions/Test/CAPLfunctionsTSLCheckOverview.md', 'CAPLFunctions/Test/CAPLfunctionsTSLOverview.md', 'CANoeCANalyzer/J1939/blocks/obdimmonitor/tabs/obdimmTabTest.md', 'SampConf/LIN/CANoe/LINTestServiceLibrary/LINTestServiceLibrarySAEJ2602.md', 'CAPLFunctions/ISO11783/ISONodeLayer/Functions/CAPLfunctionIso11783getbus.md']"
6,complex_task_en,"I am writing a test script and need to automatically monitor message cycle times and signal value changes. I remember the system provides some built-in check functions, such as monitoring periodic transmission intervals or signal validity. I want to check the support for these checks on different bus types (CAN, LIN, J1939, etc.).",TestCommands/CheckDescriptions.md,True,查询核心概念与技术细节,False,,"['CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsCheckAndCompareGenericMonitorMessage.md', 'TestCommands/CheckDescriptions/Deprecated/CDJ1939CycleTime.md', 'TestCommands/CheckDescriptions/CDSignalCycleTimeAbsolute.md', 'TestCommands/CheckDescriptions/CDOccurrenceOfMessages.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestWaitForSignalsAvailable.md']"
7,simple_task_zh,我想了解测试结果（Verdict）的几种状态及其优先级顺序。,Shared/TestVerdicts.md,True,查询核心概念与技术细节,True,1.0,"['Shared/TestVerdicts.md', 'COMInterface/Properties/COMPropertyVerdict.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestSetVerdictModule.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictModule.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictLastTestCase.md']"
7,complex_task_zh,在分析测试报告时，我看到有的结果是'pass'，有的是'inconclusive'或'error in test system'。我需要弄清楚这些状态是如何从低层测试步骤累积到高层测试用例的，以及哪个状态具有最高优先级，以便正确解读测试失败的原因。,Shared/TestVerdicts.md,True,查询核心概念与技术细节,True,1.0,"['Shared/TestVerdicts.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestStep.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictLastTestCase.md', 'COMInterface/Properties/COMPropertyVerdict.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictModule.md']"
7,simple_task_en,I want to understand the different states of test results (Verdict) and their priority order.,Shared/TestVerdicts.md,True,查询核心概念与技术细节,True,1.0,"['Shared/TestVerdicts.md', 'COMInterface/Properties/COMPropertyVerdict.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestSetVerdictModule.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictModule.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictLastTestCase.md']"
7,complex_task_en,"When analyzing test reports, I see some results are 'pass', some are 'inconclusive' or 'error in test system'. I need to clarify how these states accumulate from low-level test steps to high-level test cases and which state has the highest priority to correctly interpret the cause of test failure.",Shared/TestVerdicts.md,True,查询核心概念与技术细节,True,1.0,"['Shared/TestVerdicts.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestStep.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictLastTestCase.md', 'CANoeCANalyzer/Test/TestModules/XML/StructuringElements/SETestCase.md', 'COMInterface/Properties/COMPropertyVerdict.md']"
8,simple_task_zh,我想知道在代码编辑器中如何管理各种窗口，比如悬浮或自动隐藏。,Shared/WindowManagement.md,True,其他,True,1.0,"['Shared/WindowManagement.md', 'CANoeCANalyzer/Windows/Windows.md', 'CANoeCANalyzer/DesktopManagement/WindowManagement.md', 'CANoeCANalyzer/Windows/Write/WriteWindowContextMenu.md', 'CANoeCANalyzer/DesktopManagement/WindowTypes.md']"
8,complex_task_zh,我的代码编辑窗口布局比较乱，有些窗口占用了太多空间。我查阅文档是想找到管理这些窗口的方法，例如如何将窗口停靠到边缘，或者如何设置窗口在不使用时自动折叠成标签，以及如何切换这些显示模式。,Shared/WindowManagement.md,True,其他,True,2.0,"['CANoeCANalyzer/Ribbon/RibbonLayout.md', 'Shared/WindowManagement.md', 'CAPLBrowser/Ribbon/CBRibbonLayout.md', 'CANoeCANalyzer/DesktopManagement/ScreenLayout.md', 'CANoeCANalyzer/Windows/Windows.md']"
8,simple_task_en,"I want to know how to manage various windows in the code editor, such as docking or auto-hiding.",Shared/WindowManagement.md,True,其他,True,1.0,"['Shared/WindowManagement.md', 'CANoeCANalyzer/DesktopManagement/WindowTypes.md', 'CANoeCANalyzer/Windows/Windows.md', 'CANoeCANalyzer/Ribbon/Window/ActivateMDIWindows.md', 'CANoeCANalyzer/DesktopManagement/WindowManagement.md']"
8,complex_task_en,"The layout of my code editing window is messy, and some windows are taking up too much space. I'm checking the documentation to find ways to manage these windows, such as how to dock windows to the edges, how to set windows to automatically collapse into tabs when not in use, and how to toggle these display modes.",Shared/WindowManagement.md,True,其他,True,1.0,"['Shared/WindowManagement.md', 'CANoeCANalyzer/Ribbon/RibbonLayout.md', 'CANoeCANalyzer/DesktopManagement/ScreenLayout.md', 'CANoeCANalyzer/DesktopManagement/WindowTypes.md', 'CANoeCANalyzer/DesktopManagement/DesktopConcept.md']"
9,simple_task_zh,我想知道编写脚本时如何激活自动补全或输入辅助功能。,Shared/AutocompleteInputAssistance.md,True,其他,True,1.0,"['Shared/AutocompleteInputAssistance.md', 'CANoeCANalyzer/ISO11783/InteractiveTaskController/shortcuts.md', 'CANoeCANalyzer/General/SymbolSelectionTextCompletion.md', 'CANoeCANalyzer/A429/windows/ig/A429IGConfigToolb.md', 'CANoeCANalyzer/Windows/MOSTWindowsKeyboardOperation.md']"
9,complex_task_zh,作为初学者，我记不住那么多函数名和信号名。我想通过某种快捷键（如Ctrl+Space）叫出输入助手，帮我补全关键字、诊断服务或符号名。我需要查阅具体的操作说明，包括如何筛选列表和确认选择。,Shared/AutocompleteInputAssistance.md,True,其他,True,2.0,"['CANoeCANalyzer/ISO11783/InteractiveTaskController/shortcuts.md', 'Shared/AutocompleteInputAssistance.md', 'CANoeCANalyzer/FunctionBlocks/IG/OHID_IG_shortcuts.md', 'CANoeCANalyzer/AFDX/windows/afdxIG/afdxIGShortcuts.md', 'CANoeCANalyzer/General/SymbolSelectionTextCompletion.md']"
9,simple_task_en,I want to know how to activate autocomplete or input assistance when writing scripts.,Shared/AutocompleteInputAssistance.md,True,其他,True,1.0,"['Shared/AutocompleteInputAssistance.md', 'CANoeCANalyzer/A429/windows/ig/A429IGConfigToolb.md', 'CANoeCANalyzer/Windows/Write/WriteWindowKeyboardOperation.md', 'CANoeCANalyzer/ISO11783/InteractiveTaskController/shortcuts.md', 'CANoeCANalyzer/Windows/Write/WriteWindowSearch.md']"
9,complex_task_en,"As a beginner, I can't remember all the function and signal names. I want to use a shortcut (like Ctrl+Space) to call up the input assistant to help me complete keywords, diagnostic services, or symbol names. I need to check the specific operation instructions, including how to filter the list and confirm selections.",Shared/AutocompleteInputAssistance.md,True,其他,True,1.0,"['Shared/AutocompleteInputAssistance.md', 'CANoeCANalyzer/General/SymbolSelectionTextCompletion.md', 'CANoeCANalyzer/ISO11783/InteractiveTaskController/shortcuts.md', 'Externals/DiagConsole/ID_POPUP_SEARCH_SERVICES_DIAG.md', 'CANoeCANalyzer/AFDX/windows/afdxIG/afdxIGShortcuts.md']"
10,simple_task_zh,我想查找Vector公司的联系方式以及如何向技术支持提交反馈。,Shared/ContactCopyrightLicense.md,True,其他,True,1.0,"['Shared/ContactCopyrightLicense.md', 'CANoeCANalyzer/CANoeCANalyzerTools.md', 'CANoeCANalyzer/VTPPlatformManager/VN8800Series_GeneralDeprecated.md', 'CANoeCANalyzer/VTPPlatformManager/PlatformManager.md', 'Shared/SupportAssistantFileDescriptions.md']"
10,complex_task_zh,在使用软件过程中遇到了一些问题，我需要联系原厂的技术支持团队。我想查一下他们的全球联系方式（电话、邮箱）以及如何通过官网反馈表格提交关于帮助文档的意见，同时也想了解软件的版权和第三方库授权信息。,Shared/ContactCopyrightLicense.md,True,其他,True,1.0,"['Shared/ContactCopyrightLicense.md', 'CAPLFunctions/CANstress/Functions/CAPLfunctionCANstressGetInfo.md', 'CAPLFunctions/ISO11783/ISONodeLayer/Functions/CAPLfunctionIso11783OPGetVTInfo.md', 'CANoeCANalyzer/General/help_offline_0.md', 'COMInterface/Properties/COMPropertyHost.md']"
10,simple_task_en,I want to find Vector's contact information and how to submit feedback to technical support.,Shared/ContactCopyrightLicense.md,True,其他,True,1.0,"['Shared/ContactCopyrightLicense.md', 'CANoeCANalyzer/CANoeCANalyzerTools.md', 'CANoeCANalyzer/VTPPlatformManager/VN8800Series_GeneralDeprecated.md', 'Shared/SupportAssistantFileDescriptions.md', 'CANoeCANalyzer/Ribbon/File/Options/Measurement/MeasurementGeneralSettingsVectorHardware.md']"
10,complex_task_en,"I encountered some issues while using the software and need to contact the manufacturer's technical support team. I want to check their global contact information (phone, email) and how to submit comments about the help documentation via the official feedback form, while also understanding the software's copyright and third-party library licensing information.",Shared/ContactCopyrightLicense.md,True,其他,True,1.0,"['Shared/ContactCopyrightLicense.md', 'CAPLFunctions/CANstress/Functions/CAPLfunctionCANstressGetInfo.md', 'CAPLFunctions/ISO11783/ISONodeLayer/Functions/CAPLfunctionIso11783OPGetVTInfo.md', 'CANoeCANalyzer/Windows/Map/MapWindowOpenStreetMapLicense.md', 'TestCommands/CheckReport/CRMiscinfo.md']"
11,simple_task_zh,我想知道脚本编译报错后，在哪里可以查看具体错误信息。,Shared/OutputWindow.md,True,其他,True,1.0,"['Shared/OutputWindow.md', 'COMInterface/Objects/COMObjectCompileResult.md', 'CANoeCANalyzer/FunctionBlocks/ProgramNode/help_caplboxan_1.md', 'CAPLFunctions/A429/Functions/CAPLfunctionA429GetErrorPosition.md', 'CANoeCANalyzer/Debugger/DebuggerDocumentView.md']"
11,complex_task_zh,我在尝试运行CAPL脚本时遇到了编译失败。我需要找到显示编译结果和错误的那个窗口，并了解如何通过双击错误行快速跳转到代码中出错的位置，以及如何管理这个窗口里的内容（如清空或复制消息）。,Shared/OutputWindow.md,True,其他,True,1.0,"['Shared/OutputWindow.md', 'CAPLBrowser/CAPLBrowserWindows.md', 'CANoeCANalyzer/FunctionBlocks/ProgramNode/help_caplboxan_1.md', 'CANoeCANalyzer/Ribbon/File/Options/ExternalPrograms/ExternalProgramsToolsCAPLEditor.md', 'Shared/DocumentView.md']"
11,simple_task_en,I want to know where I can view specific error messages after a script compilation fails.,Shared/OutputWindow.md,True,其他,True,1.0,"['Shared/OutputWindow.md', 'COMInterface/Objects/COMObjectCompileResult.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagvFlashGetLastErrorMessage.md', 'CAPLFunctions/J1939/J1939NodeLayer/Functions/CAPLfunctionJ1939Getlasterrortext.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionMCDGetLastError.md']"
11,complex_task_en,"I encountered a compilation failure while trying to run a CAPL script. I need to find the window that displays compilation results and errors, and learn how to quickly jump to the error location in the code by double-clicking the error line, as well as how to manage the contents of this window (e.g., clearing or copying messages).",Shared/OutputWindow.md,True,其他,True,1.0,"['Shared/OutputWindow.md', 'CANoeCANalyzer/FunctionBlocks/ProgramNode/help_caplboxan_1.md', 'CAPLBrowser/CAPLBrowserWindows.md', 'CANoeCANalyzer/Ribbon/File/Options/ExternalPrograms/ExternalProgramsToolsCAPLEditor.md', 'COMInterface/Objects/COMObjectCompileResult.md']"
12,simple_task_zh,我想查询CAPL编辑器中常用的键盘快捷键列表。,Shared/CAPLBrowserKeyboardOperation.md,True,其他,True,1.0,"['Shared/CAPLBrowserKeyboardOperation.md', 'CAPLBrowser/CAPLBrowser.md', 'CANoeCANalyzer/ISO11783/InteractiveTaskController/shortcuts.md', 'CAPLFunctions/Other/CAPLGeneralStartPage.md', 'CAPLBrowser/Ribbon/CBRibbon.md']"
